	callout_sentence	target_sentence	label
182	More than value for business, Twitter takes most of your time. Once you get caught  in the flurry of tweets, youre lost. Theres no escape for you. Again, if you are away from  Twitter, you lose. Because  people forget you if you dont tweet regularly. Its a catch to  situation.	it helps to developbusiness	0
26	I disagree that the iPhone just felt natural immediately... In my opinion it  feels restrictive and over simplified, sometimes to the point of frustration.	when we first tried the iPhone it felt natural immediately	0
42	Dude, what are you smoking? 99% of the Acrobat code is C/C++. Java is used for some  backend projects and LiveCycle. That's it. Unless you count Javascript scripting support for Java.	it was rewritten in Java	0
75	...I'm not so sure about that (the money side of things). Watch this video from Dan Pink:  &lt;URL/&gt; http://www.ted.com/talks/dan_pink_on_motivation.html and you'll see money is not a great  motivator for creative work.	you'll hardly make any money even if it's one of the best apps on the platform	0
167	This is one of the things I find the most annoying when using an iPod touch. I use a  Twitter client (or other app) and open a link to a webpage or Youtube. Once it's done I can't just  go back to Twitter though, I have to go to home screen and then back in.	navigation  on the iPhone is always one app deep at a time	1
289	....than Nexus One too.	there's more to life than just the iPhone.	1
23	Because you are not in that industry. If you are working as day laborer u will  say that Mexicans took your job too.	Mexicans may be illegal but I don't see them deliberately  keeping Americans out of jobs like Indians do.	0
11	linux rules!!	you're forced to use windows or  linux on it	0
63	Google didn't evangelize game companies, Apple did. The situation is almost the  same as the PC/Mac divide on games, back in the day.	why the Pre was able to get big games companies to come onboard when it is a wasteland  in the android world	0
61	Hahahaha, I said the exact same thing elsewhere in this thread.	The only `intuitive' interface is the nipple. After that it's all learned.	1
297	If that happens, people are going to start questioning the efficienty,  opportunity cost and ROI of being entrenched on twitter.	a tweet is fundamentally valueless.	0
225	This is also my problem with Twitter, its become this bullshit marketing tool for  social media experts. Every day Im followed by more and more and its getting beyond annoying.	it quickly turned into a massive broadcastlink machine	1
139	RobG, I have to agree with you. I was at Adobe for 6 years, and loved it. I was laid off  last year. The team I was on had a meeting shortly after the layoffs. They were told that the  entire team would be in India within the next year or so. My first thought was, `I wonder if Bruce  were still running the show, would this be happening?'	jobs that would have paid well over here,  are being moved over there	1
213	Oh Great...now could you explain what's the innovation in iPad?	to say the iPad lacks innovation because a few  features are missing is ludicrous	0
239	Are you?	Are you an `ergonomics' expert?	0
170	Bhavnani's at Wipro? Man, that's a good one. What's wrong? He's so incompetent at  IT that no American company will hire him?	Anil Bhavnani hiring all indians so with  his current Wipro job	1
197	The colision course, as I see it, is not between form factors (there are pros and cons to each) but  between Apple's closed up, control freaked business model and Google's more open one. And I think  google's the smarter one.	The iPad And Chrome OS Netbooks Are On A CollisionCourse	1
300	For that reason the app store already has sheer number of crap apps, dont take it  otherwise, so how do you decide about quality there?	comparing either quality or quantity of apps is pointless	1
313	Consistent user experience is the key. Pre does it without a back button with back gestures.	that back button is key	0
37	The reason it felt natural was becuase you had nothing to base a comparison on. You  had never used a phone like it before. You had no preconceptions.	when we first tried the iPhone it felt natural immediately	0
175	Obviously David Dennis hasn't actually used any tailor made netbook software.  &lt;URL/&gt;  http://www.ubuntuproductivity.com/journal/productivity/08/2008/focused-workflow-with-netbook-remix/  &lt;URL/&gt; http://geeksmack.net/hardware/100-intel-and-lg-form-alliance-for-the-better.html  Both of these run applications full-screen natively, not specific netbook applications, due to the  flexibility of Gnome, it's actually quite trivial to tell something to run fullscreen.	The Netbook user interface is essentially identical to a PC, no matter what size of screen is used.	0
199	To pretend like eliminating the Apple monopoly on the  hardware/software/everything isn't going to give Android a nudge up in the line over Apple is  completely shortsighted.  Not everyone in the world is going to want to buy Apple's complete line  of products to not have interoperability problems.	Apple was the first to do it and they still continue to be  the industry leader	0
16	Never said Republicans were the answer. I said it was Bill Clinton who raised  the caps, thus creating the problem in the first place. Stop twisting others' words.	If you think Republicans are the answer you're are barking up the wrong tree.	0
127	Actually, dawg, it didn't.  Give yourself -2.	it was a weak attempt at taking the piss out of someone if it had to be  explained. -2	0
281	No, thats not the point.  the difference between it taking a week to learn how to  use a UI fully and a day is negligable because you keep a phone for longer than a year.	You just knew how to use the iPhone from day one.	0
41	I?m going to agree that my experience required a bit of getting used to? I had  arrived to the newly minted 2G from a SE P910 but was testing a BlackBerry for development purposes  for a few months. There was a period where I just did not like the iPhone and it had a lot to do  with GMail and browsing.	It took me a while to get used to the iPhone.	1
83	Twitter is cool and all.  But i cringe when i hear some one say it on TV.  Like that old idiot  on Pardon the Interuption.  He contined to say, Do you tweet.  I just wanted to punch him in the  face.  ughhhhh	Making those services  look very uncool.	0
118	Yes, there would be some good applications for the iPad for a lot of things, but they'll always be  behind what's out there, both in quantity AND quality because there's simply a limit to what a  limited number of developers can do, and there's a limit to how many applications you can cram in  one store, and there's a limit to how many apps the Apple approval staff (or bots or whatever they  are) can review...	if you compare what's  available for Chrome OS to the iPhone App Store	1
301	Mexicans may be illegal but I don't see them deliberately  keeping Americans out of jobs like Indians do.	suprised he doesn't mention the  mexicans	0
257	You have to wonder, since A.D.D. is on the increase.  This article was a pleasure to  read though, Devin is a weaver of words.	Tweets are for ADD culture	1
85	well i didnt.	Well i did	0
253	Nicely said...lol	Then you have nothing to fear about. If outsourcing gives no economic value, it will  fade away, won't it? Unless of-course, you are the last remaining smart person, and only you know  the truth.	1
203	Bobo -- u r a boob who has been sucked dry..	Part of the Indian griftology racket is not just ripping off America -- its deliberately  destroying our best companies in the process. Can't have America having better corporations than  anyone else. That might harm India's need for presitge and hype. So they take over our companies  and rip off the money &amp; tech, but their ultimate goal in the process is to destroy the company in  the end. I wonder how much of the $1.8 billion got sidetracked into Narayen's pocket (or those of  people he knows at the acquired company).	0
65	How quickly we forget.  I remember commercials on prime time TV teaching people how  to use the iPhone.  Or, did you just know to swipe when you wanted to delete something?	when we first tried the iPhone it felt natural immediately	0
110	You should have read it. Or at least the last 2 paragraphs that summarized what the point  of the post was.	Im so tired of rants from people that dont get Twitter.	0
328	same	the way i heard of this article was through a tweet	1
192	And whats more, it was never there	the thrill is gone	1
76	don't pay any attention to bobo. he loves threads like these, and it must be a male  because no female can grind the same lame ol axe. i mean any story on this website where he can  talk about foreigners (indians, asians, east asians mostly...suprised he doesn't mention the  mexicans or other latin americans or even for that matter the east europeans or europeans coming to  the states and taking the jobs of americans) being evil and stealing the poor little american's  job, he builds his own pulpit.	You're going to blame the immigrants for you losing your job?	1
72	Twitter is teh BOMB!	a tweet is fundamentally valueless	0
292	Youre clearly vain enough to stick around to read and respond here all night  I  would think youd love Twitter.  After all, your many answers to these inane comments mine included, but who said everything has to  be meaningful are like awkwardly done Twitter replies.	it was never there	0
29	I was right with you until   saying twitter is useless is like the idiots who questioned the value of CNN, CSPAN amp; 24hr NEWS  If you think these corporations CNN amp; CSPAN provide news then youre ripe for picking by these  same corporations that will feed you news or any other vital information via Twitter.	saying  twitter is useless is like the idiots who questioned the value of CNN, CSPAN amp; 24hr NEWS	0
233	That had me laughing for at least a couple minutes if not more!	Here's my impression of Abobe	1
171	You pick it up, and you know how to use it. Over time you adapt to preferences.  It was simply the first phone a toddler could pick up and use.	no, you didn't just pick up the iPhone and know how to use it	0
215	I think Devin must be an ENFJ which means his Myers briggs T shirt says Articulate,  articulate, articulate!	Its funny because he used a lot of words.	1
125	The Palm Pre really does do all these things and way better than Android or the  iPhone, but the folks at Tech Crunch don't like Palm, so even if the product is superior to  Android, they will never admit it.	The pre does all these things	1
245	To Everyone that thinks the iPad is so much better than a netbook, and that there are no  other multi touch devices. I tell you to look at the Asus T91MT.  It has multi touch, it has 32gb SSD, SD slots, USB ports, audio ports, web cam, tablet mode, multi  touch track pad, fast, 6 hours of battery life, and oh yeah it's only $550.  How can the iPad be considered better, what because it runs Windows 7? A normal PC OS? That is not  a problem, as you can get tablet specific applications if you want, there just is no need for them.	With it, they feel that they've created a $500 (for the baseline version)  device that is superior to every netbook out there.	0
173	Nonsense.  If you believe that you're a fool.  Everyone and their mother has been trying to  replicate the Office experience, and none have succeeded.  Google Docs are okay, but they utterly  pale in comparison to MS Office.  Word Perfect, Lotus Smartsuite, etc.  They all died off because  of Office.  While Google can bleed money on their office killer they know full well that they can't  compete in the corporate world with Office.	if they can deliver on providing a similar experience to  Office	0
4	Twitter is highly valuable from an SEO and Aggregation standpoint. Link all of your Social  accounts Facebook, Twitter, Flickr, Friendfeed, etc together with Applications, and remove the  silo effect.	a tweet is fundamentally valueless	0
13	Lol..Im so tired of rants from people that dont get people who dont get Twitter.  They are not insulting you or your being....  Step down from the table, you are still a good person.	Im so tired of rants from people that dont get Twitter.	0
219	It wasn't Republicans who passed the guest worker visa cap increases in Oct.  1998 and April 2000. It was Bill Clinton who did that. Bush walked into a diaster 1 year after  Clinton passed the 2nd increase. Any president inheriting that mess would have had trouble fixing  it. Bush's only mistake was to not repeal the increases and deport all the guest workers as  promised.	Republicans DID DEREGULATE EVERYTHING	0
22	I find the iphone's sexy UI to be gimicky and a waste of CPU resources.  The simplicity of  android and its ability to multitask make the iphone a useless toy.  Heck even the oldest  smartphone of them all the Blackberry can multitask.	polished interface is not everything we want in a phone	1
329	As a Moto Droid user, I'll say that I don't like the responsiveness of the  touch screen sometimes. I wouldn't be all that surprised if the issue lies in the software  programming and can be corrected. The quality of the touch screen hardware is still solid in my  opinion.	Android is soooooo much more usable	0
99	Me too...	i almost ran to my g1 to download this new porn app you speak of.	1
334	3.its not valueless the people in Iran protesting the elections used twitter to communicate where  to go for help since hospitals betrayed them to the authorities	a tweet is fundamentally valueless	0
244	You are a consultant ? or some loser who is bitter because he got thrown out for  being no good. Why hide yourself behind an anonymous name ?	I have my own  business	0
240	The problem with the netbook is there is no defining characteristic other then cost.   There is no innovation in user interface and the netbook as a shrunk laptop makes many compromises  to reach the low price point.	isn't the defining characteristic of a netbook its price	1
130	wow..finally an article on TC asking people not to tweet..loving this!	a tweet is fundamentally valueless	1
317	Mike D, you are indeed an idiot.  I've seen similar bring in the lower paid foreign  workers in an other company.	You sound like my grandfather bickering about young people taking over his factory job.	0
227	I agree so much, Twitter is just useless. I mean, Im in the same boat as you, what is  actually the point of it	a tweet is fundamentally valueless	1
242	Damn straight. TAKIN ALL OUR JOBS	Since Narayen is from India, that makes him an INADMISSIBLE ALIEN under  Title 8, Section 1182 and he should be deported immediately.	1
128	Yeah you know, good luck to Windows too, last I heard they were just playing  catch up to the Lisa.	These iPhone Clones are playing catchup.  Good luck with that.	0
294	Exactly. Twitter was always lame. Im glad I dont know anyone who tweets.	it was never there	1
183	Like Prof. Motwani did by helping Google..  free market does not allow racism.. Indians are good not because of race, it is simple number  game... one billion must produce some good brains..	They are the ones destroying the jobs created by  Americans.	0
74	Unfortunately, there are tons of folks who believe that you can keep increasing  the number of jobs outsourced and increase the  economic benefit to the economy.	If you think the world econ can keep going on that model,  keep dreaming.	1
295	Hey, I said very specifically that these are simply my own personal reasons for not  using twitter. I think theyre good reasons and youre free to disagree. Remember, the first thing  I said was that I believe in twitter and I believe people really do find it useful  just not me.	just tired of ppl demanding me to justify myself for using a service	0
314	and on iengadget.com and igizmodo.com...  these sites are already nothing more than unofficial ad-campaigns for iproducts	Next thread on AppleCruch: iPad: Buy it, because we're telling	1
236	The pre does all these things that you speak of.  So only device is rather, wrong.	Apple has such a loyal fanbase because they focus on making feel good about their gear with  innovations that even when minor, really add up.  To wit:  Why is it that it's only my iPhone/iTouch that pauses music if the headphone jack gets unplugged?  Why is that it's only my iPhone/iTouch that changes the volume setting when I go from no headphones  (speaker) to headphones by plugging in the jack --- then goes BACK to loud when I unplug them?  Why hasn't anyone else figured out how to let you have pause/play and volume button on the earbuds  without making an incompatible jack?	0
189	Well i did	I didnt.	0
168	Dude, tweets are valuable because they stay true to one point, and dont let users ramble on. I  can see why Twitter wasnt working out for you.	a tweet is fundamentally valueless	0
59	Id just like to confirm that this is true, because it made me laugh.  In  Russian his name is Adrian Butts.	Popa means Ass in Russian	1
169	The iPhone multi-tasks. It simply does not allow 3rd party apps to do it.	The simplicity of  android and its ability to multitask make the iphone a useless toy.	0
154	Sensible enough -- human nature was never greedy before now!	Companies are getting greadier.	1
126	WTF!	ive come to the conclusion that its not techcrunchs bloggers. its the company  techcrunch its self.  here we all see more blabbering on about useless crap. do you guys get paid  to be this insignificant?  why couldnt you tweet this;  blah blah blah im going to a nerd fair and i want to tell everyone why im so cool for not trying to  be a sheep like all of you losers! and i still have 6 characters left  why couldnt you just tweet that your a moron! it would have saved us all the time.  all i read was look i can use big word to describe to everyone im a idiot.  now i realize techcrunch deserves you on the payroll. not because you try to sound smart but  because you waste more time.  so far 62 retweets.	0
33	I agree about Lily Tran. She's clueless dummy.	Viet Namese Acrobat project manager Lily Tran whose staff is 100%  Viet Namese	1
322	Part of the Indian griftology racket is not just ripping off America -- its deliberately  destroying our best companies in the process. Can't have America having better corporations than  anyone else. That might harm India's need for presitge and hype. So they take over our companies  and rip off the money &amp; tech, but their ultimate goal in the process is to destroy the company in  the end. I wonder how much of the $1.8 billion got sidetracked into Narayen's pocket (or those of  people he knows at the acquired company).	Maybe they'd still have a job if i didn't waste 1.8 BILLION dollars on  a stupid acquisition	1
306	I agree... the thrill is gone.	a tweet is fundamentally valueless	1
232	The first nonpro Twitter post and you are called a twat.  Nice...  I see you did not get the free  sample of Twitter Koolaid!  me neither	you  twat	0
184	BING!	HAH. Its funny because he used a lot of words.	1
95	I do agree with you .. it helps a lot .. if its really not that good .. then  why we are discussing this ,.. or if its really that bad . then why the hell ppl would want to hack  it .. apart frm that .. its really easy to get toknow whats going on the other side of the world ..  ppl tweet frm different countries .. discuss differet things .. and same things ..	twitter is not just a social media for breaking the news and it  doesmakes sense	1
1	Battery life is (duh)  shortened, but I don't care.	how long would that already too short of a life battery then last	1
137	well said, polished interface is not everything we want in a phone. It's more  about the  features and apps and Android seriously lacks on latter.	until you've taken the plunge to see what lies  beneath its less-polished exterior, you haven't really seen what it has to offer.	1
324	Ominture will result in some layoffs but maybe their model is running out of steam?	the  company reduced Omniture's workforce by 9 percent	0
286	Great post!  I agree these two platforms are going to fight for the same business. With the number of old PC's  still out there in most homes and businesses there is ample room for both to prosper.	The iPad And Chrome OS Netbooks Are On A CollisionCourse	1
318	+3 ..someone is trying desperately to convince us why we need to buy this device not matter  if we wont do sh$$t with it.	Next thread on AppleCruch: iPad: Buy it, because we're telling	0
109	Amen!	Its really pathetic when someone in the  Internet era says, that Twitter is the only way you can find a blog post.	1
282	Is that a bad thing adobe_alum? Moving to India? I agree one should not leave the  comfort of home, but at times like this, it doesn't hurt to travel a bit. Look at all the indians  who do that as well. A business that is global should not necessarily be rooted to one place/region  right? And ppl from all places are welcome to move around.	I may have to move to India to get a job!	1
124	Here's my impression of Abobe:  Hey, I have a great idea! I'll spend 1.8 BILLION dollars to take over a company [Omniture] that has  literally NOTHING to do with myself. If that's not genius, then the definition needs redefining.  [few months later]  Holy *S**T*, what was I thinking?!?! This was the stupidest acquisition ever. Almost as bad as eBay  buying Skype -- but thankfully, no acquisition could top that one when it comes to complete  mindfucks, so at least I'm not the stupidest company on the block -- but I'm still pretty god damn  stupid.  We're bleeding red and need to trim some fat before the shareholders rip us a new asshole. Eh,  what's 1,000 lives to flush down the toilet? HR, write up some pink slips and tell these pricks to  get the fuck out of my face. Maybe they'd still have a job if i didn't waste 1.8 BILLION dollars on  a stupid acquisition, but I'm not going to admit that. I'M ADOBE, BITCH!	Adobe &lt;URL/&gt; acquired Omniture	1
259	The thing about Twitter is that it started as a really cool idea  a cloud of  consciousness unfolding before your eyes.  Everybodys cloud was different.  It can become a cloud  of spam if you let it, but you dont have to let it.  I never follow anyone who follows me unless I know them or their tweets are of some interest to me.   Thats the beauty of it  you dont have to follow anyone.	its become this bullshit marketing tool for  social media experts	0
7	Oh yeah, that's why Apple has been able to provide a good fix for its busted 27 iMacs, huh?	At least with an iPad you get real customer service	0
268	They do... if you hold the home button down for a long press, you see the  previous 6 apps that you ran.	a button that pops up links to the where you were in  the last three apps or the home page	1
266	I totally disagree.  I am a mobile phone design industry veteran.  I have an iPhone, a  Milestone and a Nexus One.  It is plainly obvious to anyone that uses them that the iPhone is on an  entirely different planet of usability....simply brilliant.  The two Android phones I have are,  simply, rubbish.  The icons are tiny and fiddly, the menu layouts contravene even the most basic  user interface design rules, they have faster processors but from are user perspective appear very  clunky.	I prefer Android over the iPhone.	0
252	once you get the hang of it...  but this is the point isn't it? You just knew how to use the iPhone from day one.	Once you get the hang of  navigating between apps	0
319	to say the iPad lacks innovation because a few  features are missing is ludicrous.	the iPad is not innovative	0
158	Interesting, then, that I was alerted of your article via Twitter. Would you argue that the  140 characters that led me to your article were useless	a tweet is fundamentally valueless	0
193	Iphone is good not doubt,but something can't be better then Iphone is a falsey.	the iPhone is  a truly great design.	0
70	netbooks are better period	The iPad And Chrome OS Netbooks Are On A CollisionCourse	0
53	lol just tired of ppl demanding me to justify myself for using a service. Hes doing  the exact thing that he thinks is annoying himself.	They are not insulting you or your being	0
221	I am also very, very frustrated by the iPhone, so much that i have no more excuses to keep it.	I prefer Android over the iPhone.	1
107	and what makes you think that Microsoft is not working on a similar device right now. As a  matter of fact, we have all seen Courier. If that is not real then something on  the lines will  come up.	leaving Microsoft squeezed in the middle	0
178	I've really never had an issue with apps. Comparing absolute numbers of apps is stupid at  this point. While it is true that the iPhone seems to have more high quality apps, I can't think of  a case where I couldn't find a comparable (albeit less polished) app on Android.	It's more  about the  features and apps and Android seriously lacks on latter.	0
